Name	Length	EffectiveLength	TPM	NumReads
ENSDART00000162456.2	366	117.000	0.000000	0.000
ENSDART00000164309.2	390	141.000	0.000000	0.000
ENSDART00000160996.2	369	120.000	0.000000	0.000
ENSDART00000166892.2	332	83.043	0.000000	0.000
ENSDART00000171613.2	393	144.000	0.000000	0.000
ENSDART00000164961.2	357	108.001	0.000000	0.000
ENSDART00000164492.2	396	147.000	0.000000	0.000
ENSDART00000158814.2	396	147.000	0.587269	1.000
ENSDART00000171201.2	397	148.000	0.000000	0.000
ENSDART00000164110.2	399	150.000	0.000000	0.000
ENSDART00000166029.2	381	132.000	0.000000	0.000
ENSDART00000165676.2	371	122.000	0.000000	0.000
ENSDART00000163282.2	342	93.011	0.000000	0.000
ENSDART00000167496.2	346	97.006	0.000000	0.000
ENSDART00000164659.2	404	155.000	0.000000	0.000
ENSDART00000164489.2	350	101.003	0.000000	0.000
ENSDART00000160625.2	413	164.000	0.000000	0.000
ENSDART00000169436.2	387	138.000	0.000000	0.000
ENSDART00000170399.2	380	131.000	0.000000	0.000
ENSDART00000162378.2	358	109.001	0.000000	0.000
ENSDART00000169864.2	389	140.000	0.000000	0.000
ENSDART00000164059.2	336	87.025	0.000000	0.000
ENSDART00000168607.2	375	126.000	0.000000	0.000
ENSDART00000161399.2	381	132.000	0.000000	0.000
ENSDART00000171483.2	397	148.000	0.000000	0.000
ENSDART00000171356.2	339	90.016	0.000000	0.000
ENSDART00000172182.2	413	164.000	0.000000	0.000
ENSDART00000113019.3	414	165.000	0.000000	0.000
ENSDART00000170523.2	375	126.000	0.000000	0.000
ENSDART00000160187.2	385	136.000	0.000000	0.000
ENSDART00000114271.4	416	167.000	0.000000	0.000
ENSDART00000159161.2	423	174.000	0.496141	1.000
ENSDART00000162061.2	314	65.359	0.000000	0.000
ENSDART00000169803.2	998	749.000	0.000000	0.000
ENSDART00000170923.2	1670	1421.000	0.000000	0.000
ENSDART00000171190.2	3169	2920.000	0.911888	30.844
ENSDART00000165811.2	556	307.000	0.000000	0.000
ENSDART00000167950.2	667	418.000	0.779292	3.773
ENSDART00000007487.9	873	624.000	36.385276	263.000
ENSDART00000162972.3	1568	1319.000	3.385677	51.729
ENSDART00000171570.2	1371	1122.000	0.000000	0.000
ENSDART00000168177.2	3370	3121.000	0.851550	30.786
ENSDART00000182440.1	3291	3042.000	0.000000	0.000
ENSDART00000162709.3	4761	4512.000	9.201274	480.909
ENSDART00000125149.3	3218	2969.000	0.000000	0.000
ENSDART00000168926.2	1724	1463.000	52.517034	890.000
ENSDART00000169180.2	3210	2961.000	11.049870	379.002
ENSDART00000165795.2	1002	753.000	2.045082	17.838
ENSDART00000079649.6	641	392.000	5.321053	24.162
ENSDART00000160925.2	4365	4116.000	0.143640	6.849
ENSDART00000188827.1	4409	4160.000	0.722785	34.830
ENSDART00000171098.2	437	188.000	0.000000	0.000
ENSDART00000159824.2	734	485.000	0.355994	2.000
ENSDART00000162187.2	63	3.766	0.000000	0.000
ENSDART00000161350.2	63	3.766	0.000000	0.000
ENSDART00000193555.1	66	3.815	0.000000	0.000
ENSDART00000161459.2	60	3.718	0.000000	0.000
ENSDART00000184586.1	66	3.815	0.000000	0.000
ENSDART00000193441.1	66	3.815	0.000000	0.000
ENSDART00000185019.1	66	3.815	0.000000	0.000
ENSDART00000171681.2	60	3.718	0.000000	0.000
ENSDART00000165172.2	63	3.766	0.000000	0.000
ENSDART00000170440.2	46	3.512	0.000000	0.000
ENSDART00000168126.2	57	3.672	0.000000	0.000
ENSDART00000182863.1	63	3.766	0.000000	0.000
ENSDART00000166020.2	66	3.815	0.000000	0.000
ENSDART00000190775.1	66	3.815	0.000000	0.000
ENSDART00000167303.2	63	3.766	0.000000	0.000
ENSDART00000157393.2	52	3.597	0.000000	0.000
ENSDART00000166828.2	63	3.766	0.000000	0.000
ENSDART00000159011.2	63	3.766	0.000000	0.000
ENSDART00000190235.1	66	3.815	0.000000	0.000
ENSDART00000190038.1	399	150.000	0.000000	0.000
ENSDART00000164894.2	66	3.815	0.000000	0.000
ENSDART00000170926.2	63	3.766	0.000000	0.000
ENSDART00000166210.2	60	3.718	0.000000	0.000
ENSDART00000170448.2	57	3.672	0.000000	0.000
ENSDART00000171447.2	49	3.554	0.000000	0.000
ENSDART00000164734.2	55	3.641	0.000000	0.000
ENSDART00000167581.2	57	3.672	0.000000	0.000
ENSDART00000185656.1	66	3.815	0.000000	0.000
ENSDART00000186087.1	63	3.766	0.000000	0.000
ENSDART00000168960.2	63	3.766	0.000000	0.000
ENSDART00000161571.2	57	3.672	0.000000	0.000
ENSDART00000161136.2	63	3.766	0.000000	0.000
ENSDART00000161763.2	63	3.766	0.000000	0.000
ENSDART00000170691.2	63	3.766	0.000000	0.000
ENSDART00000191731.1	63	3.766	0.000000	0.000
ENSDART00000113547.3	903	654.000	0.000000	0.000
ENSDART00000159055.2	66	3.815	0.000000	0.000
ENSDART00000158148.2	63	3.766	0.000000	0.000
ENSDART00000167576.2	63	3.766	0.000000	0.000
ENSDART00000162921.2	60	3.718	0.000000	0.000
ENSDART00000182846.1	63	3.766	0.000000	0.000
ENSDART00000191760.1	63	3.766	0.000000	0.000
ENSDART00000162352.2	60	3.718	0.000000	0.000
ENSDART00000166454.2	57	3.672	0.000000	0.000
ENSDART00000180943.1	63	3.766	0.000000	0.000
ENSDART00000172223.2	56	3.656	0.000000	0.000
ENSDART00000166061.2	45	3.499	0.000000	0.000
ENSDART00000171126.2	60	3.718	0.000000	0.000
ENSDART00000183757.1	63	3.766	0.000000	0.000
ENSDART00000159092.2	63	3.766	0.000000	0.000
ENSDART00000180403.1	63	3.766	0.000000	0.000
ENSDART00000192804.1	63	3.766	0.000000	0.000
ENSDART00000167932.2	60	3.718	0.000000	0.000
ENSDART00000190928.1	66	3.815	0.000000	0.000
ENSDART00000158609.2	60	3.718	0.000000	0.000
ENSDART00000192441.1	63	3.766	0.000000	0.000
ENSDART00000187002.1	896	647.000	0.000000	0.000
ENSDART00000170206.2	61	3.734	0.000000	0.000
ENSDART00000159979.2	60	3.718	0.000000	0.000
ENSDART00000193507.1	66	3.815	0.000000	0.000
ENSDART00000159473.2	63	3.766	0.000000	0.000
ENSDART00000166370.2	63	3.766	0.000000	0.000
ENSDART00000181827.1	63	3.766	0.000000	0.000
ENSDART00000164120.2	63	3.766	0.000000	0.000
ENSDART00000168385.2	60	3.718	0.000000	0.000
ENSDART00000170860.2	63	3.766	0.000000	0.000
ENSDART00000160505.2	60	3.718	0.000000	0.000
ENSDART00000191315.1	976	727.000	0.000000	0.000
ENSDART00000158978.2	907	658.000	0.000000	0.000
ENSDART00000159628.2	63	3.766	0.000000	0.000
ENSDART00000171914.2	63	3.766	0.000000	0.000
ENSDART00000190142.1	66	3.815	0.000000	0.000
ENSDART00000163969.2	49	3.554	0.000000	0.000
ENSDART00000161690.2	63	3.766	0.000000	0.000
ENSDART00000186687.1	63	3.766	0.000000	0.000
ENSDART00000161734.2	64	3.782	0.000000	0.000
ENSDART00000160963.2	63	3.766	0.000000	0.000
ENSDART00000186681.1	66	3.815	0.000000	0.000
ENSDART00000164889.2	63	3.766	0.000000	0.000
ENSDART00000160161.2	46	3.512	0.000000	0.000
ENSDART00000162964.2	49	3.554	0.000000	0.000
ENSDART00000131829.2	803	554.000	2.187244	14.036
ENSDART00000144883.3	780	531.000	19.503379	119.964
ENSDART00000156963.2	2986	2737.000	2.968880	94.127
ENSDART00000161066.2	1110	861.000	0.000000	0.000
ENSDART00000137179.2	1872	1623.000	11.612014	218.309
ENSDART00000100744.4	2099	1850.000	1.039570	22.278
ENSDART00000160393.2	1044	795.000	0.000000	0.000
ENSDART00000167980.2	834	585.000	75.851080	514.000
ENSDART00000067621.6	4363	4114.000	8.914617	424.827
ENSDART00000165084.2	5190	4941.000	0.194407	11.127
ENSDART00000162322.2	873	624.000	5.638806	40.758
ENSDART00000190378.1	609	360.000	5.333568	22.242
ENSDART00000144327.3	1479	1230.000	4.663905	66.451
ENSDART00000173911.2	412	163.000	3.468599	6.549
ENSDART00000178732.2	2977	2728.000	0.000000	0.000
ENSDART00000164747.2	1359	1110.000	1.897925	24.403
ENSDART00000162001.2	500	251.000	0.000000	0.000
ENSDART00000103397.6	1933	1684.000	15.481726	302.000
ENSDART00000113661.4	4484	4235.000	0.448460	22.000
ENSDART00000052422.3	1265	1016.000	8.921751	105.000
ENSDART00000047912.9	1997	1748.000	11.161473	226.000
ENSDART00000154987.3	8955	8706.000	5.517168	556.391
ENSDART00000108999.4	2067	1818.000	0.000000	0.000
ENSDART00000080347.6	1924	1675.000	1.296838	25.162
ENSDART00000123238.3	2118	1869.000	0.175991	3.810
ENSDART00000137120.2	456	207.000	47.088288	112.909
ENSDART00000049291.5	2868	2619.000	19.154890	581.113
ENSDART00000147621.2	757	508.000	18.689432	109.978
ENSDART00000156885.2	7386	7137.000	6.068845	501.727
ENSDART00000157087.2	665	416.000	0.000000	0.000
ENSDART00000176637.2	3999	3750.000	0.305563	13.273
ENSDART00000159554.2	1007	758.000	0.281596	2.473
ENSDART00000192041.1	525	276.000	0.000000	0.000
ENSDART00000184520.1	837	588.000	0.000000	0.000
ENSDART00000024330.9	3903	3654.000	4.784703	202.521
ENSDART00000173945.2	452	203.000	3.840793	9.032
ENSDART00000172251.2	1479	1230.000	1.575527	22.448
ENSDART00000155746.3	2001	1752.000	0.000000	0.000
ENSDART00000154158.2	1350	1101.000	21.584346	275.278
ENSDART00000180571.1	1908	1659.000	76.376742	1467.753
ENSDART00000189685.1	622	373.000	103.911072	448.969
ENSDART00000135009.2	659	410.000	3.462774	16.446
ENSDART00000139795.2	1951	1702.000	4.351427	85.790
ENSDART00000190366.1	1293	1044.000	4.611156	55.764
ENSDART00000136751.2	726	477.000	0.361965	2.000
ENSDART00000146364.3	4345	4096.000	3.966635	188.203
ENSDART00000175207.2	5260	5011.000	0.823429	47.797
ENSDART00000140924.2	1187	938.000	7.564739	82.194
ENSDART00000066782.7	1940	1691.000	1.470577	28.806
ENSDART00000163816.2	2323	2074.000	0.000000	0.000
ENSDART00000163956.2	2431	2182.000	0.120629	3.049
ENSDART00000129910.3	980	731.000	7.253191	61.417
ENSDART00000139974.2	835	586.000	0.000000	0.000
ENSDART00000030773.5	5649	5400.000	27.401248	1713.995
ENSDART00000171701.2	2346	2097.000	0.123503	3.000
ENSDART00000097522.5	1492	1243.000	2.639168	38.000
ENSDART00000127483.4	5851	5602.000	4.437768	287.974
ENSDART00000183613.1	846	597.000	0.000000	0.000
ENSDART00000142998.4	12194	11945.000	0.158998	22.000
ENSDART00000182436.1	120	5.038	0.000000	0.000
ENSDART00000159675.3	1533	1284.000	0.000000	0.000
ENSDART00000156526.3	3267	3018.000	0.000000	0.000
ENSDART00000113185.4	3130	2881.000	3.415986	114.000
ENSDART00000148548.3	1617	1368.000	0.000000	0.000
ENSDART00000171123.2	1156	907.000	6.281902	66.000
ENSDART00000148879.2	651	402.000	0.000000	0.000
ENSDART00000145410.2	2756	2507.000	4.855336	141.000
ENSDART00000149204.3	1221	972.000	0.518774	5.841
ENSDART00000153303.2	280	36.332	0.000000	0.000
ENSDART00000149732.4	871	622.000	0.000000	0.000
ENSDART00000153121.2	368	119.000	1.566222	2.159
ENSDART00000090171.4	4438	4189.000	11.066708	537.000
ENSDART00000132028.3	1779	1530.000	10.408828	184.476
ENSDART00000057257.5	816	567.000	28.407896	186.581
ENSDART00000057697.6	1756	1507.000	9.907070	172.943
ENSDART00000164426.2	1045	796.000	2.946105	27.165
ENSDART00000017850.9	1583	1334.000	1.930756	29.835
ENSDART00000161797.3	1006	757.000	0.000000	0.000
ENSDART00000173668.2	888	639.000	0.000000	0.000
ENSDART00000173934.2	1118	869.000	0.000000	0.000
ENSDART00000124091.3	653	404.000	11.624138	54.399
ENSDART00000163388.2	199	9.782	8.213753	0.931
ENSDART00000146315.3	2622	2373.000	4.251894	116.876
ENSDART00000021121.8	1181	932.000	14.648198	158.141
ENSDART00000183937.1	893	644.000	1.718822	12.822
ENSDART00000111512.4	6213	5964.000	0.115800	8.000
ENSDART00000172678.2	1110	861.000	1.798375	17.936
ENSDART00000151899.2	2789	2540.000	17.332423	509.963
ENSDART00000152066.2	838	589.000	0.380067	2.593
ENSDART00000041577.8	5802	5553.000	3.626020	233.240
ENSDART00000166519.2	588	339.000	1.366542	5.366
ENSDART00000147618.2	808	559.000	0.000000	0.000
ENSDART00000142716.2	673	424.000	0.000000	0.000
ENSDART00000007053.9	2128	1879.000	10.014219	217.966
ENSDART00000126984.3	954	705.000	0.145253	1.186
ENSDART00000124920.4	6674	6425.000	12.124691	902.380
ENSDART00000162639.3	1596	1347.000	0.000000	0.000
ENSDART00000186786.1	7484	7235.000	3.046017	255.280
ENSDART00000147034.2	2816	2567.000	1.860909	55.335
ENSDART00000021092.9	2140	1891.000	7.897854	173.000
ENSDART00000101204.4	3078	2829.000	31.461558	1031.000
ENSDART00000167332.2	675	426.000	9.529148	47.023
ENSDART00000168861.2	670	421.000	3.071149	14.977
ENSDART00000143325.2	2207	1958.000	3.527214	80.000
ENSDART00000076696.6	2396	2147.000	0.452285	11.248
ENSDART00000140081.2	6779	6530.000	4.048299	306.218
ENSDART00000164542.2	1924	1675.000	1.416663	27.487
ENSDART00000138182.3	6809	6560.000	3.461292	263.019
ENSDART00000076687.4	2125	1876.000	0.000000	0.000
ENSDART00000136342.3	1210	961.000	0.430877	4.796
ENSDART00000154863.2	501	252.000	14.634616	42.720
ENSDART00000055611.7	981	732.000	5.929827	50.280
ENSDART00000173471.2	785	536.000	0.000000	0.000
ENSDART00000173809.2	2802	2553.000	0.541033	16.000
ENSDART00000052906.6	6837	6588.000	0.000000	0.000
ENSDART00000183048.1	4342	4093.000	2.724935	129.194
ENSDART00000181577.1	4441	4192.000	0.000000	0.000
ENSDART00000170597.2	4489	4240.000	0.000000	0.000
ENSDART00000172709.2	4638	4389.000	2.121477	107.857
ENSDART00000170143.2	2477	2228.000	0.000000	0.000
ENSDART00000164348.2	2415	2166.000	0.276800	6.945
ENSDART00000191414.1	2905	2656.000	0.000000	0.000
ENSDART00000187058.1	2836	2587.000	0.000000	0.000
ENSDART00000054843.7	1769	1520.000	4.805109	84.604
ENSDART00000138630.3	1726	1477.000	0.432270	7.396
ENSDART00000179964.1	1230	981.000	5.323646	60.496
ENSDART00000154333.2	2818	2569.000	1.356309	40.362
ENSDART00000155267.2	3419	3170.000	0.136165	5.000
ENSDART00000106488.2	3307	3058.000	5.516149	195.397
ENSDART00000140035.2	645	396.000	0.000000	0.000
ENSDART00000005901.9	3370	3121.000	8.024715	290.114
ENSDART00000128182.3	1190	941.000	0.136548	1.488
ENSDART00000133077.2	909	660.000	0.000000	0.000
ENSDART00000052086.6	1854	1605.000	0.054332	1.010
ENSDART00000124471.3	2628	2379.000	2.663858	73.409
ENSDART00000088624.5	4258	4009.000	1.433944	66.591
ENSDART00000099647.6	1811	1562.000	2.060378	37.280
ENSDART00000138443.3	1328	1079.000	0.000000	0.000
ENSDART00000139813.2	1906	1657.000	6.324733	121.398
ENSDART00000111699.5	1883	1634.000	6.952903	131.602
ENSDART00000152246.2	7961	7712.000	3.884440	347.009
ENSDART00000064968.5	2173	1924.000	9.661245	215.320
ENSDART00000151672.3	4652	4403.000	1.796965	91.650
ENSDART00000138049.2	768	519.000	5.624962	33.817
ENSDART00000026516.7	1344	1095.000	0.724133	9.185
ENSDART00000150852.2	538	289.000	1.054034	3.529
ENSDART00000150594.2	445	196.000	21.531043	48.884
ENSDART00000150812.2	910	661.000	6.307253	48.293
ENSDART00000128743.3	2732	2483.000	26.086111	750.294
ENSDART00000189645.1	750	501.000	11.338832	65.804
ENSDART00000165510.2	996	747.000	0.000000	0.000
ENSDART00000121859.3	5077	4828.000	16.972398	949.196
ENSDART00000190959.1	992	743.000	0.000000	0.000
ENSDART00000142069.3	613	364.000	10.903225	45.973
ENSDART00000043933.5	608	359.000	118.077060	491.027
ENSDART00000148516.2	3022	2773.000	3.206578	103.000
ENSDART00000169072.2	8455	8206.000	5.184553	492.820
ENSDART00000147947.2	8535	8286.000	9.159829	879.180
ENSDART00000057464.7	1888	1639.000	0.105362	2.000
ENSDART00000176133.2	2022	1773.000	0.000000	0.000
ENSDART00000172882.2	2142	1893.000	1.003290	22.000
ENSDART00000163138.2	1127	878.000	0.000000	0.000
ENSDART00000129570.3	734	485.000	5.152043	28.945
ENSDART00000170007.2	915	666.000	0.851183	6.567
ENSDART00000075782.7	3025	2776.000	29.885356	961.000
ENSDART00000060594.6	2004	1755.000	13.486077	274.163
ENSDART00000097540.5	912	663.000	0.146515	1.125
ENSDART00000154409.2	2086	1837.000	0.254363	5.413
ENSDART00000140999.3	699	450.000	0.191841	1.000
ENSDART00000067423.5	1542	1293.000	2.603878	39.000
ENSDART00000122735.3	4404	4155.000	0.498649	24.000
ENSDART00000150875.2	563	314.000	0.000000	0.000
ENSDART00000086885.5	1685	1436.000	3.967747	66.000
ENSDART00000156364.2	630	381.000	0.000000	0.000
ENSDART00000155698.2	2582	2333.000	5.032441	136.000
ENSDART00000163680.2	986	737.000	0.000000	0.000
ENSDART00000167613.2	3182	2933.000	24.647055	837.380
ENSDART00000162628.2	643	394.000	19.618705	89.539
ENSDART00000190025.1	1699	1450.000	2.150103	36.114
ENSDART00000159216.2	688	439.000	2.748930	13.979
ENSDART00000098806.5	2844	2595.000	2.922324	87.844
ENSDART00000160071.2	840	591.000	2.337152	16.000
ENSDART00000143398.2	738	489.000	0.000000	0.000
ENSDART00000133392.3	555	306.000	2.319789	8.223
ENSDART00000141476.4	1773	1524.000	2.355613	41.585
ENSDART00000138301.2	713	464.000	0.966081	5.193
ENSDART00000136016.2	1935	1686.000	1.280080	25.000
ENSDART00000111052.4	2617	2368.000	1.275971	35.000
ENSDART00000109990.4	4314	4065.000	1.471580	69.293
ENSDART00000186706.1	1586	1337.000	0.000000	0.000
ENSDART00000169589.3	1361	1112.000	0.000000	0.000
ENSDART00000136672.3	1213	964.000	3.849177	42.982
ENSDART00000112735.4	414	165.000	4.718053	9.018
ENSDART00000153006.2	3813	3564.000	0.229966	9.494
ENSDART00000191797.1	2340	2091.000	0.557608	13.506
ENSDART00000099479.5	1809	1560.000	4.698218	84.899
ENSDART00000063138.6	1414	1165.000	0.296407	4.000
ENSDART00000140321.2	936	687.000	0.000000	0.000
ENSDART00000129676.3	1118	869.000	2.185533	22.000
ENSDART00000079210.5	1899	1650.000	5.388995	103.000
ENSDART00000163411.2	1222	973.000	0.088724	1.000
ENSDART00000004476.9	1286	1037.000	0.000000	0.000
ENSDART00000144897.4	4802	4553.000	0.037922	2.000
ENSDART00000172119.2	3649	3400.000	14.294546	562.982
ENSDART00000144516.3	2647	2398.000	9.036695	251.018
ENSDART00000133277.3	1898	1649.000	0.000000	0.000
ENSDART00000131410.3	593	344.000	16.770642	66.827
ENSDART00000078466.6	3411	3162.000	13.647542	499.875
ENSDART00000143981.2	539	290.000	0.000000	0.000
ENSDART00000174580.2	3483	3234.000	0.000000	0.000
ENSDART00000187409.1	3133	2884.000	0.071855	2.400
ENSDART00000182247.1	3785	3536.000	2.470247	101.181
ENSDART00000153512.2	1764	1515.000	8.496638	149.109
ENSDART00000184299.1	3681	3432.000	0.000000	0.000
ENSDART00000153168.2	2157	1908.000	1.201962	26.565
ENSDART00000045186.6	1658	1409.000	1.925985	31.435
ENSDART00000147917.3	1782	1533.000	3.660376	65.000
ENSDART00000061577.6	1699	1450.000	11.941945	200.580
ENSDART00000179893.1	1204	955.000	29.466654	325.972
ENSDART00000122279.3	636	387.000	20.530161	92.034
ENSDART00000193421.1	1288	1039.000	0.200569	2.414
ENSDART00000139924.4	3323	3074.000	6.336642	225.636
ENSDART00000183848.1	4295	4046.000	0.000000	0.000
ENSDART00000138837.2	817	568.000	0.497500	3.273
ENSDART00000079691.5	4246	3997.000	0.194385	9.000
ENSDART00000147470.2	580	331.000	0.000000	0.000
ENSDART00000135049.3	3232	2983.000	0.000000	0.000
ENSDART00000154540.2	5764	5515.000	0.000000	0.000
ENSDART00000180384.1	6294	6045.000	0.000000	0.000
ENSDART00000175024.2	6007	5758.000	0.000000	0.000
ENSDART00000184486.1	6281	6032.000	0.000000	0.000
ENSDART00000156372.3	1410	1161.000	1.635856	22.000
ENSDART00000020044.9	1460	1211.000	0.000000	0.000
ENSDART00000101292.4	783	534.000	21.398751	132.366
ENSDART00000065139.5	1228	979.000	2.380869	27.000
ENSDART00000144257.2	482	233.000	4.629950	12.496
ENSDART00000141484.2	1187	938.000	5.016242	54.504
ENSDART00000160276.2	6452	6203.000	1.432712	102.945
ENSDART00000139285.2	1275	1026.000	2.757834	32.776
ENSDART00000149911.2	1393	1144.000	1.128309	14.952
ENSDART00000066834.5	1080	831.000	1.251608	12.048
ENSDART00000188808.1	5596	5347.000	0.039652	2.456
ENSDART00000187511.1	1617	1368.000	0.000000	0.000
ENSDART00000081894.7	1722	1473.000	0.566724	9.670
ENSDART00000077800.6	2317	2068.000	20.120201	481.979
ENSDART00000140851.2	668	419.000	0.443772	2.154
ENSDART00000121828.4	749	500.000	0.539544	3.125
ENSDART00000142347.2	875	626.000	1.205557	8.742
ENSDART00000181891.1	3362	3113.000	0.000000	0.000
ENSDART00000102949.4	3301	3052.000	0.796902	28.173
ENSDART00000183998.1	3946	3697.000	0.000000	0.000
ENSDART00000180528.1	3570	3321.000	0.000000	0.000
ENSDART00000135262.3	3499	3250.000	0.000000	0.000
ENSDART00000170471.2	168	7.156	36.169557	2.998
ENSDART00000167251.2	720	471.000	0.000000	0.000
ENSDART00000167841.2	919	670.000	7.086673	55.000
ENSDART00000006927.6	1785	1536.000	9.595740	170.732
ENSDART00000126664.3	470	221.000	4.010917	10.268
ENSDART00000160463.2	3637	3388.000	0.000000	0.000
ENSDART00000161238.2	2840	2591.000	0.000000	0.000
ENSDART00000172136.2	2865	2616.000	0.000000	0.000
ENSDART00000190736.1	5087	4838.000	0.125295	7.022
ENSDART00000149067.3	3732	3483.000	0.886399	35.763
ENSDART00000180985.1	2824	2575.000	0.949919	28.334
ENSDART00000149591.3	750	501.000	0.000000	0.000
ENSDART00000149938.4	3181	2932.000	0.000000	0.000
ENSDART00000162837.2	1313	1064.000	240.275907	2961.402
ENSDART00000170821.2	583	334.000	0.000000	0.000
ENSDART00000131463.2	693	444.000	0.000000	0.000
ENSDART00000184111.1	1161	912.000	17.429330	184.128
ENSDART00000149371.2	1529	1280.000	45.687574	677.413
ENSDART00000019733.8	1633	1384.000	0.436633	7.000
ENSDART00000112778.4	1751	1502.000	0.000000	0.000
ENSDART00000025562.8	2373	2124.000	3.525422	86.738
ENSDART00000184362.1	360	111.001	0.000000	0.000
ENSDART00000168957.3	3559	3310.000	1.962910	75.262
ENSDART00000099157.5	1613	1364.000	0.000000	0.000
ENSDART00000128788.3	1690	1441.000	4.553068	76.000
ENSDART00000144769.2	1156	907.000	7.720342	81.113
ENSDART00000138731.2	795	546.000	0.000000	0.000
ENSDART00000124963.4	1627	1378.000	4.190332	66.887
ENSDART00000141283.2	816	567.000	2.518497	16.541
ENSDART00000103626.5	2981	2732.000	3.806378	120.459
ENSDART00000121439.3	1827	1578.000	0.000000	0.000
ENSDART00000149429.2	2555	2306.000	4.118015	110.000
ENSDART00000168277.2	2906	2657.000	0.000000	0.000
ENSDART00000156512.2	3196	2947.000	0.029294	1.000
ENSDART00000083442.5	4257	4008.000	0.000000	0.000
ENSDART00000148107.4	7693	7444.000	4.241371	365.728
ENSDART00000174685.2	4659	4410.000	0.078496	4.010
ENSDART00000140935.2	772	523.000	2.310898	14.000
ENSDART00000079283.6	2138	1889.000	65.169154	1426.000
ENSDART00000039510.6	2187	1938.000	1.098765	24.666
ENSDART00000153401.2	2846	2597.000	2.126968	63.985
ENSDART00000159602.2	3227	2978.000	0.176991	6.106
ENSDART00000147667.2	844	595.000	0.000000	0.000
ENSDART00000111414.3	1442	1193.000	4.848293	67.000
ENSDART00000167022.2	1664	1415.000	0.208477	3.417
ENSDART00000182248.1	2580	2331.000	1.191441	32.171
ENSDART00000169144.2	3479	3230.000	0.000000	0.000
ENSDART00000192977.1	2843	2594.000	0.000000	0.000
ENSDART00000184208.1	3244	2995.000	0.000000	0.000
ENSDART00000164445.2	1162	913.000	4.538632	48.000
ENSDART00000166902.2	4609	4360.000	0.000000	0.000
ENSDART00000143276.3	4966	4717.000	3.294285	180.000
ENSDART00000051070.7	4986	4737.000	9.760237	535.561
ENSDART00000074781.5	4915	4666.000	0.000000	0.000
ENSDART00000004842.8	1121	872.000	3.168021	32.000
ENSDART00000152853.2	273	31.760	2.493871	0.917
ENSDART00000139202.2	273	31.760	0.000000	0.000
ENSDART00000015000.8	1425	1176.000	0.152875	2.083
ENSDART00000162892.2	521	272.000	2.025640	6.382
ENSDART00000166081.2	1461	1212.000	4.554669	63.945
ENSDART00000161574.2	875	626.000	3.280391	23.787
ENSDART00000022179.9	3405	3156.000	9.026751	330.000
ENSDART00000025356.7	2244	1995.000	2.423258	56.000
ENSDART00000146192.3	3929	3680.000	2.635699	112.354
ENSDART00000147430.2	1896	1647.000	8.971166	171.154
ENSDART00000165180.3	1635	1386.000	7.838437	125.846
ENSDART00000128561.4	1295	1046.000	2.641027	32.000
ENSDART00000044115.6	1154	905.000	10.560420	110.707
ENSDART00000133072.2	859	610.000	12.495417	88.293
ENSDART00000110137.5	2127	1878.000	5.689015	123.759
ENSDART00000161723.2	6231	5982.000	0.000000	0.000
ENSDART00000154105.3	6313	6064.000	0.857600	60.241
ENSDART00000135845.4	5504	5255.000	0.657116	40.000
